Fecha de creacion;Ubicacion;Estatus Legal;Genero;Fecha de Nacimiento;Grupo Etario;Edad;Pais de origen;Estado Civil
26/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/05/1986;4. Adultos;38;Colombia;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/02/2015;1. Niño, Niña;9;Colombia;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;28/06/1995;3. Jovenes;29;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;09/10/1975;4. Adultos;48;Cuba;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;21/06/1978;4. Adultos;46;Colombia;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;30/08/1971;4. Adultos;52;Colombia;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/08/2000;3. Jovenes;23;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/07/1999;3. Jovenes;24;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/03/1983;4. Adultos;41;Colombia;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/11/2002;3. Jovenes;21;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;18/12/1982;4. Adultos;41;Colombia;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/02/1985;4. Adultos;39;Venezuela;Casado
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;30/11/1988;4. Adultos;35;Venezuela;Casado
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;17/10/2016;1. Niño, Niña;7;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/08/2013;1. Niño, Niña;10;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/07/2013;1. Niño, Niña;10;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;01/06/1999;3. Jovenes;25;Colombia;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/03/1993;4. Adultos;31;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/11/2023;1. Niño, Niña;0;Venezuela;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/07/1999;3. Jovenes;24;Colombia;Soltero
26/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/01/1981;4. Adultos;43;Venezuela;Soltero
29/04/2024;Esmeraldas -MREMH;Solicitante de Asilo;Masculino;07/02/1995;3. Jovenes;29;Colombia;Soltero
29/04/2024;Tulcan - MREMH;Otro de Interes;Masculino;20/09/1996;3. Jovenes;27;Colombia;Soltero
29/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;19/04/1981;4. Adultos;43;Colombia;Soltero
29/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;13/12/2020;1. Niño, Niña;3;Colombia;Soltero
29/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;05/12/2017;1. Niño, Niña;6;Venezuela;Soltero
29/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;02/01/2022;1. Niño, Niña;2;Colombia;Soltero
29/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;08/09/2001;3. Jovenes;22;Venezuela;Soltero
29/04/2024;Tulcan - MREMH;Otro de Interes;Masculino;29/03/1972;4. Adultos;52;Venezuela;Soltero
29/04/2024;Pichincha - MREMH;Refugiado;Femenino;01/06/1969;4. Adultos;55;Venezuela;Soltero
29/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;08/08/1971;4. Adultos;52;Cuba;Soltero
29/04/2024;Esmeraldas -MREMH;Solicitante de Asilo;Masculino;19/03/2001;3. Jovenes;23;Colombia;Soltero
29/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;02/12/2000;3. Jovenes;23;Cuba;Soltero
29/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;20/01/2009;2. Adolecente;15;Cuba;Soltero
29/04/2024;Esmeraldas -MREMH;Refugiado;Masculino;11/09/1974;4. Adultos;49;Colombia;Union
29/04/2024;Esmeraldas -MREMH;Refugiado;Masculino;15/11/2013;1. Niño, Niña;10;Colombia;Soltero
29/04/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;31/12/1937;5. Adulto Mayor;86;Colombia;Viudo
29/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;24/01/1978;4. Adultos;46;Venezuela;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/09/1991;4. Adultos;32;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;16/07/1999;3. Jovenes;24;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;27/11/1999;3. Jovenes;24;Colombia;Soltero
30/04/2024;Azogues - MREMH;No de Interes;Femenino;08/12/1983;4. Adultos;40;Venezuela;Divorciado
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/10/2002;3. Jovenes;21;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/05/2020;1. Niño, Niña;4;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;23/12/2005;3. Jovenes;18;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;23/01/1991;4. Adultos;33;Colombia;Soltero
30/04/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;14/09/1959;4. Adultos;64;Venezuela;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/12/1992;4. Adultos;31;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/04/2012;2. Adolecente;12;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;25/01/2014;1. Niño, Niña;10;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;23/08/1989;4. Adultos;34;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;06/02/2016;1. Niño, Niña;8;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;18/05/1986;4. Adultos;38;Colombia;Union
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;11/05/1981;4. Adultos;43;Colombia;Union
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;26/06/2003;3. Jovenes;21;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;17/01/2012;2. Adolecente;12;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;07/05/1998;3. Jovenes;26;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/11/1985;4. Adultos;38;Colombia;Soltero
30/04/2024;Azogues - MREMH;Otro de Interes;Femenino;17/09/1984;4. Adultos;39;Venezuela;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/04/1971;4. Adultos;53;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Refugiado;Femenino;05/02/1996;3. Jovenes;28;Venezuela;Soltero
30/04/2024;Azogues - MREMH;Otro de Interes;Femenino;05/03/2013;1. Niño, Niña;11;Venezuela;Soltero
30/04/2024;Pichincha - MREMH;Refugiado;Femenino;18/06/2019;1. Niño, Niña;5;Venezuela;Soltero
30/04/2024;Azogues - MREMH;No de Interes;Femenino;09/06/1973;4. Adultos;51;Venezuela;Soltero
30/04/2024;Azogues - MREMH;No de Interes;Masculino;09/04/1967;4. Adultos;57;Venezuela;Soltero
30/04/2024;Azogues - MREMH;No de Interes;Femenino;13/09/2004;3. Jovenes;19;Venezuela;Soltero
30/04/2024;Tulcan - MREMH;Refugiado;Masculino;03/05/1998;3. Jovenes;26;Colombia;Soltero
30/04/2024;Azogues - MREMH;No de Interes;Femenino;04/12/2008;2. Adolecente;15;Venezuela;Soltero
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;17/11/1959;4. Adultos;64;Cuba;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/02/2003;3. Jovenes;21;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/10/1998;3. Jovenes;25;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;05/05/1980;4. Adultos;44;Colombia;Union
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;20/01/2001;3. Jovenes;23;Colombia;Union
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;04/05/2022;1. Niño, Niña;2;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;25/02/2010;2. Adolecente;14;Colombia;Soltero
30/04/2024;Pichincha - MREMH;No de Interes;Masculino;11/09/1998;3. Jovenes;25;Colombia;Soltero
30/04/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;15/06/1959;5. Adulto Mayor;65;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;17/04/1987;4. Adultos;37;Colombia;Union
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/03/1993;4. Adultos;31;Colombia;Union
30/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;21/08/2017;1. Niño, Niña;6;Colombia;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/08/1987;4. Adultos;36;Cuba;Soltero
30/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;08/10/1975;4. Adultos;48;Venezuela;Soltero
01/05/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;23/11/1988;4. Adultos;35;Venezuela;Soltero
01/05/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;11/03/2007;2. Adolecente;17;Venezuela;Soltero
01/05/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;26/07/2013;1. Niño, Niña;10;Venezuela;Soltero
01/05/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;27/09/1995;3. Jovenes;28;Venezuela;Soltero
01/05/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;17/12/2021;1. Niño, Niña;2;Venezuela;Soltero
01/05/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;10/06/2016;1. Niño, Niña;8;Venezuela;Soltero
01/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/01/2001;3. Jovenes;23;Colombia;Soltero
01/05/2024;Tulcan - MREMH;Refugiado;Masculino;27/02/1994;3. Jovenes;30;Colombia;Union
01/05/2024;Tulcan - MREMH;Refugiado;Femenino;19/04/2022;1. Niño, Niña;2;Colombia;Soltero
01/05/2024;Tulcan - MREMH;Refugiado;Femenino;16/05/1996;3. Jovenes;28;Colombia;Union
01/05/2024;Tulcan - MREMH;Refugiado;Femenino;19/04/2016;1. Niño, Niña;8;Colombia;Soltero
01/05/2024;Pichincha - MREMH;No de Interes;Masculino;10/12/2012;1. Niño, Niña;11;Venezuela;Soltero
01/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/11/1965;4. Adultos;58;Venezuela;Soltero
01/05/2024;Tulcan - MREMH;Refugiado;Masculino;18/10/2004;3. Jovenes;19;Colombia;Soltero
01/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;01/03/2006;3. Jovenes;18;Venezuela;Soltero
01/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;23/07/1994;3. Jovenes;29;Colombia;Union
01/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;22/09/2020;1. Niño, Niña;3;Colombia;Soltero
01/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;05/07/1997;3. Jovenes;26;Colombia;Union
01/05/2024;Tulcan - MREMH;Refugiado;Femenino;20/09/1982;4. Adultos;41;Colombia;Soltero
01/05/2024;Tulcan - MREMH;Refugiado;Masculino;14/10/2017;1. Niño, Niña;6;Colombia;Soltero
01/05/2024;Tulcan - MREMH;Refugiado;Femenino;12/02/2009;2. Adolecente;15;Colombia;Soltero
01/05/2024;Tulcan - MREMH;Refugiado;Femenino;14/01/2006;3. Jovenes;18;Colombia;Soltero
01/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;17/07/1999;3. Jovenes;24;Venezuela;Soltero
01/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;06/04/2018;1. Niño, Niña;6;Venezuela;Soltero
01/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;15/10/2020;1. Niño, Niña;3;Colombia;Soltero
01/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/03/1995;3. Jovenes;29;Colombia;Union
01/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/08/1976;4. Adultos;47;Colombia;Soltero
01/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;16/07/2015;1. Niño, Niña;8;Colombia;Soltero
01/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/07/2021;1. Niño, Niña;2;Colombia;Soltero
01/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/09/1996;3. Jovenes;27;Colombia;Soltero
01/05/2024;Guayaquil - MREMH;Otro de Interes;Masculino;19/02/1982;4. Adultos;42;Venezuela;Soltero
01/05/2024;Tulcan - MREMH;No de Interes;Masculino;22/09/2010;2. Adolecente;13;Colombia;Soltero
02/05/2024;Esmeraldas -MREMH;Refugiado;Masculino;06/12/2000;3. Jovenes;23;Colombia;Soltero
02/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/09/2005;3. Jovenes;18;Venezuela;Soltero
02/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;04/11/1987;4. Adultos;36;Venezuela;Soltero
02/05/2024;Azogues - MREMH;Otro de Interes;Masculino;15/10/1970;4. Adultos;53;Venezuela;Soltero
02/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/04/1995;3. Jovenes;29;Venezuela;Soltero
02/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;30/09/2010;2. Adolecente;13;Venezuela;Soltero
02/05/2024;Azogues - MREMH;Otro de Interes;Masculino;22/09/1958;5. Adulto Mayor;65;Venezuela;Soltero
02/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Masculino;08/07/2016;1. Niño, Niña;7;Venezuela;Soltero
02/05/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;09/01/1957;5. Adulto Mayor;67;Venezuela;Soltero
02/05/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;23/10/2000;3. Jovenes;23;Venezuela;Soltero
02/05/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;08/07/2020;1. Niño, Niña;3;Venezuela;Soltero
02/05/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;21/10/2018;1. Niño, Niña;5;Venezuela;Soltero
02/05/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;01/03/1999;3. Jovenes;25;Venezuela;Soltero
02/05/2024;Ibarra - MREMH;Otro de Interes;Femenino;14/11/1987;4. Adultos;36;Venezuela;Soltero
02/05/2024;Ibarra - MREMH;Otro de Interes;Masculino;26/10/2012;1. Niño, Niña;11;Venezuela;Soltero
02/05/2024;Ibarra - MREMH;Otro de Interes;Femenino;31/12/2009;2. Adolecente;14;Venezuela;Soltero
02/05/2024;Ibarra - MREMH;Otro de Interes;Masculino;04/05/1988;4. Adultos;36;Venezuela;Soltero
02/05/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;14/07/1985;4. Adultos;38;Colombia;Soltero
02/05/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;30/07/1986;4. Adultos;37;Colombia;Union
02/05/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;29/08/2014;1. Niño, Niña;9;Colombia;Soltero
02/05/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;10/01/2008;2. Adolecente;16;Colombia;Soltero
02/05/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;23/03/2001;3. Jovenes;23;Colombia;Soltero
03/05/2024;Azogues - MREMH;Otro de Interes;Masculino;24/04/1992;4. Adultos;32;Venezuela;Soltero
03/05/2024;Azogues - MREMH;Otro de Interes;Masculino;06/08/2012;1. Niño, Niña;11;Venezuela;Soltero
03/05/2024;Azogues - MREMH;Otro de Interes;Femenino;04/05/2014;1. Niño, Niña;10;Venezuela;Soltero
03/05/2024;Azogues - MREMH;Otro de Interes;Masculino;23/11/2014;1. Niño, Niña;9;Venezuela;Soltero
04/05/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;02/10/2003;3. Jovenes;20;Venezuela;Soltero
05/05/2024;Ibarra - MREMH;Otro de Interes;Femenino;24/12/1987;4. Adultos;36;Colombia;Soltero
05/05/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;21/11/2021;1. Niño, Niña;2;Colombia;Soltero
05/05/2024;Ibarra - MREMH;Otro de Interes;Masculino;03/06/2007;2. Adolecente;17;Colombia;Soltero
06/05/2024;Guayaquil - MREMH;Otro de Interes;Masculino;14/09/1988;4. Adultos;35;Colombia;Soltero
06/05/2024;Guayaquil - MREMH;Otro de Interes;Masculino;11/02/1999;3. Jovenes;25;Venezuela;Soltero
06/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;21/09/2001;3. Jovenes;22;Venezuela;Soltero
06/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;10/11/1986;4. Adultos;37;Colombia;Soltero
06/05/2024;Guayaquil - MREMH;Otro de Interes;Masculino;11/02/1999;3. Jovenes;25;Venezuela;Soltero
06/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;13/10/1994;3. Jovenes;29;Venezuela;Soltero
06/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;21/06/2017;1. Niño, Niña;7;Venezuela;Soltero
06/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;22/11/2022;1. Niño, Niña;1;Venezuela;Soltero
06/05/2024;Guayaquil - MREMH;Otro de Interes;Femenino;14/11/1982;4. Adultos;41;Venezuela;Soltero
06/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/04/1974;4. Adultos;50;Venezuela;Soltero
06/05/2024;Guayaquil - MREMH;Otro de Interes;Femenino;29/11/2011;2. Adolecente;12;Venezuela;Soltero
06/05/2024;Guayaquil - MREMH;Otro de Interes;Femenino;03/07/2018;1. Niño, Niña;5;Venezuela;Soltero
06/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;30/10/1998;3. Jovenes;25;Colombia;Union
06/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;26/05/2020;1. Niño, Niña;4;Colombia;Soltero
06/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;18/05/1970;4. Adultos;54;Colombia;Soltero
06/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;20/12/2009;2. Adolecente;14;Colombia;Soltero
06/05/2024;Azogues - MREMH;No de Interes;Masculino;23/04/2003;3. Jovenes;21;Venezuela;Soltero
06/05/2024;Azogues - MREMH;No de Interes;Femenino;17/01/2001;3. Jovenes;23;Venezuela;Soltero
06/05/2024;Azogues - MREMH;No de Interes;Femenino;08/09/2016;1. Niño, Niña;7;Venezuela;Soltero
06/05/2024;Azogues - MREMH;No de Interes;Masculino;15/11/2021;1. Niño, Niña;2;Venezuela;Soltero
06/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;02/10/2003;3. Jovenes;20;Colombia;Soltero
06/05/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;02/09/2002;3. Jovenes;21;Venezuela;Soltero
06/05/2024;Azogues - MREMH;Otro de Interes;Femenino;26/08/1973;4. Adultos;50;Venezuela;Soltero
06/05/2024;Azogues - MREMH;Otro de Interes;Femenino;17/01/1998;3. Jovenes;26;Venezuela;Union
06/05/2024;Azogues - MREMH;Otro de Interes;Masculino;20/03/1997;3. Jovenes;27;Venezuela;Union
06/05/2024;Azogues - MREMH;Otro de Interes;Masculino;03/09/2023;1. Niño, Niña;0;Colombia;Soltero
06/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;14/02/2005;3. Jovenes;19;Venezuela;Soltero
06/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;12/05/2003;3. Jovenes;21;Venezuela;Soltero
07/05/2024;Guayaquil - MREMH;Otro de Interes;Masculino;19/08/1965;4. Adultos;58;Venezuela;Soltero
07/05/2024;Guayaquil - MREMH;Otro de Interes;Femenino;07/02/1989;4. Adultos;35;Venezuela;Soltero
07/05/2024;Azogues - MREMH;Otro de Interes;Femenino;07/04/1993;4. Adultos;31;Venezuela;Soltero
07/05/2024;Azogues - MREMH;Otro de Interes;Masculino;29/03/2020;1. Niño, Niña;4;Venezuela;Soltero
07/05/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;15/12/1996;3. Jovenes;27;Venezuela;Union
07/05/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;20/04/1996;3. Jovenes;28;Venezuela;Union
07/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;03/03/1991;4. Adultos;33;Colombia;Union
07/05/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;25/10/2021;1. Niño, Niña;2;Venezuela;Soltero
07/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;05/03/2018;1. Niño, Niña;6;Colombia;Soltero
07/05/2024;Pichincha - MREMH;No de Interes;Femenino;19/10/1965;4. Adultos;58;Venezuela;Soltero
07/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;18/03/2001;3. Jovenes;23;Colombia;Soltero
07/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;17/01/2023;1. Niño, Niña;1;Colombia;Soltero
07/05/2024;Guayaquil - MREMH;Otro de Interes;Masculino;16/08/1965;4. Adultos;58;Venezuela;Soltero
07/05/2024;Pichincha - MREMH;Refugiado;Femenino;21/01/2011;2. Adolecente;13;Colombia;Soltero
07/05/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;20/02/1998;3. Jovenes;26;Colombia;Soltero
07/05/2024;Guayaquil - MREMH;Otro de Interes;Femenino;06/05/2007;2. Adolecente;17;Venezuela;Soltero
07/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;02/02/1990;4. Adultos;34;Venezuela;Soltero
07/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;02/11/2010;2. Adolecente;13;Venezuela;Soltero
07/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;15/04/2012;2. Adolecente;12;Venezuela;Soltero
07/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;10/03/2014;1. Niño, Niña;10;Venezuela;Soltero
07/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;28/08/1966;4. Adultos;57;Colombia;Soltero
07/05/2024;Ibarra - MREMH;Otro de Interes;Masculino;28/01/1997;3. Jovenes;27;Venezuela;Soltero
07/05/2024;Tulcan - MREMH;No de Interes;Femenino;02/11/2007;2. Adolecente;16;Colombia;Soltero
07/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/02/1991;4. Adultos;33;Per�;Soltero
07/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/02/2018;1. Niño, Niña;6;Per�;Soltero
07/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;02/02/1999;3. Jovenes;25;Colombia;Soltero
07/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/06/1977;4. Adultos;47;Colombia;Soltero
07/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/09/1974;4. Adultos;49;Colombia;Union
07/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Masculino;18/08/2000;3. Jovenes;23;Venezuela;Soltero
07/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/03/2002;3. Jovenes;22;Colombia;Union
07/05/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;06/06/1998;3. Jovenes;26;Afganist�n;Casado
07/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/08/2015;1. Niño, Niña;8;Colombia;Soltero
07/05/2024;Esmeraldas -MREMH;Solicitante de Asilo;Masculino;15/12/1977;4. Adultos;46;Colombia;Union
08/05/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;01/12/2005;3. Jovenes;18;Venezuela;Union
08/05/2024;Pichincha - MREMH;No de Interes;Femenino;31/08/1999;3. Jovenes;24;Venezuela;Union
08/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;27/02/1989;4. Adultos;35;Venezuela;Soltero
08/05/2024;Pichincha - MREMH;No de Interes;Masculino;31/03/1996;3. Jovenes;28;Venezuela;Union
08/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;10/11/2012;1. Niño, Niña;11;Venezuela;Soltero
08/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;24/01/2020;1. Niño, Niña;4;Colombia;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;31/12/1997;3. Jovenes;26;Colombia;Soltero
08/05/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;25/12/2017;1. Niño, Niña;6;Colombia;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/06/2019;1. Niño, Niña;5;Colombia;Soltero
08/05/2024;Pichincha - MREMH;No de Interes;Masculino;08/01/2019;1. Niño, Niña;5;Venezuela;Soltero
08/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;09/11/2023;1. Niño, Niña;0;Colombia;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/03/1980;4. Adultos;44;Venezuela;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;12/08/2007;2. Adolecente;16;Venezuela;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;08/02/1995;3. Jovenes;29;Colombia;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/07/2011;2. Adolecente;12;Colombia;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/09/2017;1. Niño, Niña;6;Colombia;Soltero
08/05/2024;Tulcan - MREMH;Solicitante de Asilo;Otro;03/10/2005;3. Jovenes;18;Colombia;Soltero
08/05/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;23/02/2003;3. Jovenes;21;Venezuela;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;31/03/1984;4. Adultos;40;Cuba;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/02/2006;3. Jovenes;18;Colombia;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/09/1995;3. Jovenes;28;Colombia;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/03/2020;1. Niño, Niña;4;Colombia;Soltero
08/05/2024;Pichincha - MREMH;Otro de Interes;Masculino;06/01/2000;3. Jovenes;24;Colombia;Soltero
08/05/2024;Azogues - MREMH;Otro de Interes;Femenino;11/11/1988;4. Adultos;35;Colombia;Soltero
08/05/2024;Azogues - MREMH;Otro de Interes;Femenino;10/02/2007;2. Adolecente;17;Colombia;Soltero
08/05/2024;Azogues - MREMH;Otro de Interes;Masculino;02/10/2018;1. Niño, Niña;5;Colombia;Soltero
09/05/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;29/08/2007;2. Adolecente;16;Colombia;Soltero
09/05/2024;Azogues - MREMH;Refugiado;Masculino;08/12/2015;1. Niño, Niña;8;Venezuela;Soltero
09/05/2024;Guayaquil - MREMH;Otro de Interes;Masculino;13/02/1992;4. Adultos;32;Colombia;Soltero
09/05/2024;Guayaquil - MREMH;Otro de Interes;Masculino;24/12/1995;3. Jovenes;28;Venezuela;Soltero
